"pdb","energy (Mean)","energy (Standard deviation)"
"2bqv",-69.89750000000001,2.0651291323624745
"2br1",-42.205,0.9811048194087337
"2brb",-38.260000000000005,1.0882095386460724
"2brm",-39.527499999999996,0.5282281703964925
"2bt9",-24.455000000000002,0.07767453465203675
"2bvd",-33.45,4.9351663261400285
"2bvr",-42.0425,3.5066543884449106
"2bvs",-55.6625,0.4606064842486474
"2bz6",-52.599999999999994,1.5243140533807742
"2bza",-26.22,0
"2c1p",-40.214999999999996,0.7252815545241293
"2c3i",-40.41,0.8409122031062626
"2c3l",-31.6875,1.6737059678051749
"2c80",-47.325,1.7473312984853744
"2c92",-52.987500000000004,1.931499848994646
"2c94",-55.765,1.3071470205503424
"2c97",-30.502499999999998,2.323967512681743
"2ca8",-34.97,1.1713809514131592
"2cbu",-35.462500000000006,0.6738632403286268
"2cbv",-35.515,0.3312099032330889
"2cbz",-17.6475,0.5748840462794901
"2cc7",-26.4825,0.38213217608591965
"2ccb",-29.322499999999998,0.4209809971960858
"2ccc",-48.0875,0.3102015473857836
"2ce9",-56.13,1.710224156848303
"2cej",-70.125,4.475514867960284
"2cen",-78.78999999999999,2.128865112369837
"2ceq",0,0
"2ces",-20.247500000000002,3.7606238400917777
"2cet",-30.9925,2.6333169830715915
"2cex",0.08499999999999999,0.01732050807568882
"2cf8",-51.025,4.175248495598794
"2clk",-26.64,0
"2cn0",-48.2375,1.9101025277893908
"2ctc",-17.485,3.0124353381718745
"2d0k",-43.49,1.5539841269032546
"2d1o",-65.145,0.3489508083771971
"2d3u",-44.4925,1.5873956658628015
"2d3z",-40.72,0.47208756249975453
"2doo",-40.7275,6.590985636964064
"2drc",-40.364999999999995,1.2052523940377082
"2dri",-28.3325,0.4371403283463234
"2e1w",-29.885,1.1448580698060338
"2e2p",0.35000000000000003,0.01825741858350453
"2e2r",-38.595,0.3366996683496772
"2e91",-2.1225,1.009269537834171
"2e9u",-46.44,1.334241357476395
"2evl",-80.6575,1.678478974150787
"2ewa",-43.8525,0.8146318186764732
"2exm",-30.496666666666666,1.1367644141744333
"2ez7",0,0
"2f1g",-48.835,0.7873372847767903
"2f34",-53.14,0.9145855163221943
"2f35",-26.2375,2.978974935555295
"2f6t",-52.9025,0.6772185762361378
"2f7i",-30.1675,0.305764070267706
"2f7o",-25.317500000000003,1.8957034754060627
"2f7p",-33.62,0.29405214956931514
"2f81",-56.162499999999994,5.805775142046143
"2f8g",-51.089999999999996,11.264560947206634
"2f9k",9.445,4.044399419773803
"2fgu",-58.165000000000006,12.008701012182776
"2fgv",-58.2275,5.943272807693342
"2fle",-69.9125,1.9431482187417948
"2fmb",-67.0625,11.387230787158064
"2fpz",-6.16,10.244754755483411
"2fqw",0,0
"2fqx",0,0
"2fqy",0,0
"2fu8",-20.337500000000002,1.6871351457426371
"2fvd",-49.053333333333335,0.8140229316996578
"2fx6",-11.02,7.808585019067157
"2fxu",-71.7575,0.6525526798664345
"2fxv",-25.317500000000003,1.8138058514258462
"2g5u",-40.615,0.5974110812493065
"2g94",-83.2675,0.5986860613050536
"2gh9",-48.599999999999994,1.0009995004992764
"2gj5",-54.765,3.163252545508803
"2gkl",-1.1825,1.9098931034659157
"2gss",-25.107499999999998,0.6862640405364979
"2gst",-58.6975,2.636062404420442
"2gsu",-41.815000000000005,3.918030968058606
"2gv6",-56.3275,1.6999289200826602
"2gv7",-64.31,3.2041535543728594
"2gvv",-24.8475,0.9486613375350126
"2gzl",-48.5725,1.3498240626096762
"2h15",-23.9725,5.777481429365782
"2h4g",0.4425,0.0629152869605895
"2h4k",-38.959999999999994,1.7536438254863551
"2h4n",-22.725,1.168745766480711
"2h6t",-32.8675,2.0023215692455554
"2hah",-48.934999999999995,0.44829305890902965
"2hb1",0.455,0.08185352771872519
"2hb3",-53.057500000000005,6.544088299119006
"2hhn",-55.957499999999996,3.5916697602460346
"2hjb",-9.093333333333334,1.1469234208670243
"2hnc",-2.0775,1.2965434817236166
"2hnx",-40.36750000000001,1.244625110893539
"2hoc",0,0
"2hs1",-48.6875,10.124101194674003
"2hu6",-47.552499999999995,0.2725649769623604
"2hxm",-36.45,0.3458323293162373
"2hzl",0.1975,0.10935416468216165
"2i0a",-60.48666666666667,3.8673806812018428
"2i3h",-42.75,4.578908166801367
"2i3i",-55.6025,0.7226974931925613
"2i4d",-55.209999999999994,12.07399961349458
"2i4j",-67.85749999999999,3.4949046243543354
"2i4u",-53.592499999999994,3.426196871167938
"2i4v",-45.96,7.562935937848457
"2i4x",-59.1575,2.6409262895178527
"2i4z",-65.69500000000001,1.378465330238219
"2i6b",-40.779999999999994,2.331851910678098
"2idw",-55.519999999999996,6.899357458005271
"2ihq",-50.427499999999995,0.18553975315396595
"2iuz",-37.472500000000004,9.532839293725646
"2iwx",-36.8875,2.957435544521582
"2izl",-38.9725,1.677406231855265
"2j27",-2.36,1.1463856244737194
"2j2u",-44.9925,2.0601031527572276
"2j34",-49.483333333333334,1.6596485571752724
"2j4i",-54.0975,1.5289511655598809
"2j62",-48.849999999999994,1.2869343417600072
"2j75",-37.09,0.4732159478853765
"2j77",-32.292500000000004,0.6954794509303245
"2j78",-20.53666666666667,9.858520849160554
"2j79",-23.1275,1.2579712503339888
"2j7b",0,0
"2j7d",-24.48,8.461599533579152
"2j7e",-23.96,8.167488394033168
"2j7f",0.4075,0.005000000000001575
"2j7g",-14.5025,5.003940946893759
"2j7h",-23.200000000000003,28.542667476370646
"2j94",-56.942499999999995,0.8135672477846231
"2j95",-57.9675,3.218668202844175
"2jdm",1.2974999999999999,0.6271828547826646
"2jdp",-0.32666666666666666,0.701165696061447
"2jdu",-1.895,1.2404972121425077
"2jg0",-53.5525,2.136342279068005
"2jgs",-43.065,0.2918332857426365
"2jh0",-51.292500000000004,0.5040089284919237
"2jh5",-50.6475,1.7341928958449744
"2jh6",-52.1975,0.7912595444397369
"2jkh",-72.9325,0.21140403654150022
"2jkp",-27.985,0.6634505759033238
"2jxr",-62.275,1.6475739740600552
"2nmz",-59.017500000000005,5.484258533901069
"2nn7",-21.465000000000003,1.6189193926814405
"2nt7",0.20750000000000002,0.026299556396765792
"2nta",-26.572499999999998,10.40499359282199
"2o0u",0.004999999999999999,0.012909944487358058
"2o4j",-72.7225,1.0940863768460383
"2o4k",-66.0225,4.99481314298482
"2o4l",-58.8775,2.722980903348506
"2o4n",-64.45,8.49659931972787
"2o4r",-66.065,2.804157627523759
"2o4z",-5.135,1.4262421486783614
"2o8h",-44.3925,1.6150000000000777
"2oax",-67.82249999999999,0.7616812544195317
"2oc2",1.6424999999999998,0.5650589939702471
"2ogy",-17.310000000000002,7.158226037224589
"2oi0",-41.8925,0.7616812544191337
"2oi2",30.467499999999998,3.4700852535156383
"2oiq",-89.01,1.8261252238915966
"2ojg",-39.7375,0.5190616533708758
"2ojj",-51.29,1.3382575736134166
"2olb",-84.0175,5.232694493916587
"2ole",-46.485,4.292138161802453
"2ovv",-42.105000000000004,2.087718052483951
"2ovy",-38.855000000000004,0.44320800233401686
"2oxd",-32.585,0.269382008801832
"2oxn",-29.502499999999998,1.7013401580323104
"2oxx",-33.77,0.9580883744903025
"2oxy",-34.650000000000006,1.3977362650610912
"2oym",-49.4675,2.965685699238314
"2p09",-39.7425,1.624835889149055
"2p15",-65.8775,0.0727438428115178
"2p16",-60.037499999999994,1.2308635180230174
"2p3a",-74.70333333333333,7.375583592728775
"2p3b",-72.01,6.422860214369686
"2p3c",-75.295,3.642421355820128
"2p3i",-14.63,11.169082325777712
"2p4j",-81.3375,15.774150531803551
"2p4s",-45.3125,1.4271737805886962
"2p7a",-22.8475,0.1768945071693159
"2p7g",-38.61,0.2734958866235832
"2p7z",-62.412499999999994,1.1317648460108742
"2p95",-55.730000000000004,0.9261029460411877
"2pk5",-65.2575,7.870715236453032
"2pk6",-68.67,7.230573974450357
"2pog",-43.847500000000004,0.683733622595032
"2pou",0,0
"2pow",-13.075000000000001,0.35256205127617185
"2pqb",-58.0975,3.5230325478675675
"2pqc",-39.21249999999999,5.101400951372791
"2pql",-37.112500000000004,0.39609552719833196
"2pqz",-59.9875,4.788593217219402
"2psu",-44.9925,8.96724177213928
"2psv",-44.2625,6.20638045347954
"2pu2",-29.9975,3.7800297617875955
"2pv1",-66.85,0.7156814934040353
"2pvu",-46.5875,1.0818618211217441
"2pwc",-73.1625,6.960226888064332
"2pwg",-32.5475,2.4530168500576393
"2pwr",-67.12249999999999,4.817553839865114
"2py4",-55.4775,2.6112241701290757
"2pym",-63.7,8.34726701781284
"2pyn",-61.995,3.9655978952318742
"2pyy",-24.775000000000002,2.1683250063893262
"2q1q",-12.112499999999999,9.338905628248597
"2q38",-14.9025,1.6152063851615484
"2q54",-67.5975,5.632384782073534
"2q55",-57.27,6.417917626977391
"2q5k",-65.13250000000001,7.5099062355441015
"2q63",-67.4575,2.0770231101268197
"2q64",-59.105000000000004,3.1502645391565105
"2qbp",0.45,0.061644140029690576
"2qbq",0.41250000000000003,0.018929694486001337
"2qbr",0.43499999999999994,0.03316624790355496
"2qbs",0.4125,0.050579969684978354
"2qbu",-61.95,0.8089911412783511
"2qbw",-105.57999999999998,1.6414018398919004
"2qci",-56.9825,3.6933487514720023
"2qd7",-46.22,5.3920373391387715
"2qd8",-53.09,6.53297788148707
"2qe4",-50.8375,0.4130677910472503
"2qg0",-47.165,2.216641603868193
"2qg2",-48.3275,1.7763140675756721
"2qhy",-48.4475,9.541105369225654
"2qhz",-49.4825,3.456446875043718
"2qi0",-53.295,4.619476882360907
"2qi1",-51.519999999999996,2.5947254189992006
"2qi3",-44.04,17.488276072843764
"2qi4",-54.9325,5.11756045396637
"2qi5",-55.480000000000004,4.4095880382033315
"2qi6",-54.7325,6.863868564203859
"2qi7",-46.0625,4.604181975841821
"2qm9",-0.0050000000000000044,0.06658328118479394
"2qmg",-83.2325,1.4734172298893013
"2qnn",-79.535,6.443976515578943
"2qnp",-67.74000000000001,2.754571957067724
"2qnq",-64.455,2.115915877345145
"2qpq",-3.6025,5.050507400251978
"2qrk",-27.14,2.0948030933717905
"2qrl",-0.7875000000000001,0.4561706552011718
"2qtg",-40.845,3.029438891940236
"2qtn",-15.045,4.044242821592193
"2qtt",-38.79,2.6219966946330615
"2qw1",-0.9675,1.6437026292286978
"2qzr",-42.192499999999995,1.0290246190772963
"2r0h",-26.445,5.397236947426572
"2r1y",-25.887500000000003,0.8773967175685163
"2r23",-30.7475,1.0149343164297997
"2r2m",-50.8925,0.3761537806092087
"2r2w",-36.5525,1.8104580451734635
"2r38",-73.8,2.7357753319063653
"2r3t",-65.77499999999999,4.923078305288276
"2r3w",-73.7775,9.985554149203063
"2r43",-71.78,6.037587818546883
"2r58",-17.665,10.147638477333862
"2r5a",-23.125,5.952038866360567
"2r5p",-64.3125,5.115547380290857
"2r75",-32.75,2.7473745042616375
"2ra0",-63.395,2.1424674248788116
"2ra6",-22.384999999999998,0.14387494569976128
"2rcb",-31.6625,0.05500000000119282
"2reg",-38.86,1.3940109994783068
"2rfh",-11.445,2.779526338545236
"2rg6",-58.81,3.913834436968368
"2ri9",0.59,0.5172362451852474
"2rin",-37.4225,3.670198677637715
"2rkf",-60.602500000000006,5.049365471687107
"2rkg",-60.0225,8.820855495169756
"2rkm",-64.76,2.64180493854777
"2sim",-32.013333333333335,2.7138410663362884
"2std",-43.705,1.0026797428226577
"2tpi",-37.3225,0.919143623162413
"2usn",-26.2,7.7596305753989885
"2uwd",-49.2425,0.834560762717793
"2uwl",-42.4875,3.860340010931695
"2uwo",-50.6575,3.0984122277924775
"2uwp",-50.587500000000006,2.4311502764466932
"2uxz",-70.35000000000001,3.9140941906566455
"2uy0",-66.75500000000001,4.51030302012331
"2uy3",-2.2,2.3289768855300683
"2uy4",-16.81,2.7504302693700042
"2uyq",-22.512500000000003,9.565836346080768
"2v00",-2.62,2.6949458869026164
"2v25",-34.3,4.4863868164333764
"2v2c",-2.2199999999999998,0.9981649830230139
"2v2h",-1.75,1.2308533625091174
"2v2v",0,0
"2v3d",-30.57,5.149453045389061
"2v3u",-28.137500000000003,2.1135337707261557
"2v54",-37.2325,3.6289977955352692
"2v57",-0.22249999999999998,0.14453949863849216
"2v58",0,0
"2v59",0,0
"2v77",-38.9375,2.8371508595772363
"2v88",-70.785,10.349797099460487
"2v95",-44.4825,0.2974754891874681
"2vba",-27.48,2.8449370233217466
"2vfk",-19.4925,4.755462648365568
"2vh0",-59.665,1.7071320979936986
"2vh6",-57.3525,0.2676284738212443
"2vj8",-54.144999999999996,1.3505739520667055
"2vjx",-7.025,8.60555828132802
"2vk2",0,0
"2vk6",-33.625,1.9563656781560617
"2vkm",-99.7475,6.268723288410889
"2vo4",-8.540000000000001,9.897794367096813
"2vpe",-73.3,1.8915249579813964
"2vpn",1.2449999999999999,0.5152669211195301
"2vpo",1.0525,0.4589389937671455
"2vrj",-38.2325,2.7131946115234813
"2vsl",-45.675000000000004,2.683784641136661
"2vuk",-40.28,0.945233657180932
"2vvc",-64.6425,0.23542514733700304
"2vvn",-36.27333333333333,4.068726254410925
"2vvu",-61.8725,0.19259196937160153
"2vvv",-55.815,1.4969858605432056
"2vw5",-53.224999999999994,0.4778074926173496
"2vwc",-50.475,1.7986939706352698
"2vwl",-62.1025,1.1234285320693087
"2vwm",-63.612500000000004,0.2815877601510839
"2vwn",-61.7025,0.6562710314097938
"2vwo",-61.362500000000004,1.9007432756686398
"2vxn",-6.01,5.980618697091463
"2vyt",-26.57,1.7023121531219492
"2vzr",-13.344999999999999,0.04654746681282691
"2w26",-53.512499999999996,1.7971342928857978
"2w47",0.27,0.056568542494923796
"2w5g",-31.5075,3.063640263912629
"2w8y",-73.4575,0.32684093990274454
"2w9h",-37.43333333333333,0.9625660150521012
"2wc3",-43.6275,0.8706080250799383
"2wc4",-42.877500000000005,2.360090040655162
"2we3",-54.0075,6.525091953375164
"2web",-23.82,4.638620484583738
"2wec",-16.330000000000002,16.72903065532091
"2weg",0,0
"2weh",0,0
"2weq",-50.2575,1.6307539156270718
"2wf5",1.0425,0.03862210075418921
"2wgj",0.13,0.01632993161855447
"2whp",-37.57666666666667,2.008639672348728
"2wkz",-76.35,2.089960127211424
"2wl0",-74.61249999999998,5.723287953615791
"2wly",0,0
"2wm0",0,0
"2wor",-31.817500000000003,0.6274485370660702
"2wos",-34.777499999999996,4.075793378799661
"2wq5",-39.385000000000005,1.0324566173289813
"2wr8",-58.485,2.071822868876784
"2wuf",-48.879999999999995,1.6843000524450913
"2wyf",-13.082500000000001,1.1591483942964225
"2wyg",-56.6125,1.0746278425577038
"2wyj",-57.927499999999995,2.266559433738239
"2wzm",-40.2875,10.511911893973739
"2x8z",-17.885,3.0249022022758463
"2x95",2.3625000000000003,0.32520506351121786
"2x97",-2.5675,3.887067232074417
"2xab",-42.845,0.21063396370640475
"2xb7",-65.515,1.8023225756414132
"2xbv",-62.045,0.11733143937716946
"2xbw",-68.5075,0.1408012784054645
"2xbx",-66.87,0.17492855685416583
"2xc0",-69.185,0.5453133655678898
"2xc4",-60.17,6.725191447089039
"2xdk",0,0
"2xdl",-35.8225,0.24459149617263967
"2xdx",0,0
"2xg9",-0.3125,0.005000000000001575
"2xhm",-2.1775,0.9633059396335779
"2xht",0,0
"2xjj",-46.295,0.39170567181615
"2xjx",-54.2625,1.987466980857667
"2xm1",-29.6075,0.6262254652546503
"2xmy",-52.720000000000006,1.1290704141014554
"2xn5",-34.035000000000004,3.371809603165664
"2xnb",-47.3175,1.4446539377998877
"2xog",-42.62500000000001,3.1367977301700605
"2xp7",-32.1,1.1957842614786702
"2xvd",-65.1275,1.5603925788079938
"2xxt",-39.8675,2.8069244735118506
"2xxx",-34.5475,0.5432234040121485
"2xyd",-68.31,5.9806409912873235
"2xye",-62.362500000000004,10.476314157819733
"2xyf",-62.6575,8.08418775553027
"2y5f",-66.52,4.173942979964826
"2y5g",-56.4375,1.6770484986030898
"2y5h",-60.3,1.8244085799692216
"2y7i",-46.207499999999996,2.4727902593359916
"2y7x",-58.165000000000006,4.761963880585317
"2y7z",-57.025,1.4289739908991919
"2y80",-57.442499999999995,4.144694399671327
"2y81",-58.9,4.940006747633696
"2y82",-66.155,0.9925220400590138
"2y8c",-46.655,2.3595126615467445
"2ya6",-10.7425,8.741290427238608
"2ya7",-29.8325,2.857859047142361
"2ya8",-31.555,0.9113543035869068
"2yay",-11.115,2.7203737488318245
"2ydw",-39.8425,1.6530250048521176
"2yek",-39.897499999999994,1.7158744126539363
"2yel",-39.775,0.3690076783308481
"2yfx",-49.1625,1.0298017608578185
"2ygf",-52.8125,1.2910041311578524
"2yhw",0.07750000000000001,0.03304037933599835
"2yi0",-42.3225,0.25578311124873065
"2yi7",-44.175,0.1488847428950942
"2yk1",-36.21,1.505301741623063
"2yki",-62.7225,1.4310689477919865
"2ylc",-27.22,0.9087720652984849
"2ypi",0.5225,0.13047988350699916
"2yz3",-7.732500000000001,7.476351048472776
"2z4o",-51.6725,1.3738843959129872
"2z94",-0.0024999999999999996,0.005
"2za0",-26.72,4.416906911704899
"2zb1",-51.16,4.027315069207642
"2zc9",-54.915,1.7001470524632627
"2zcq",16.177500000000002,2.992494778608628
"2zcr",-34.945,5.294352336845976
"2zcs",-34.305,6.028136804463991
"2zda",-55.067499999999995,0.21234798484006479
"2zdk",-47.035000000000004,0.3799561378203252
"2zdl",-45.155,0.6599747469914239
"2zdm",-42.419999999999995,2.4224643100225203
"2zdn",-41.5,1.4551517675716477
"2zfs",-41.065,4.170183848864895
"2zft",-38.01333333333333,1.2577890655167836
"2zgx",-47.4875,0.11870832601797773
"2zjw",0,0
"2zmm",0.46499999999999997,0.020816659994661958
"2zn7",0.39999999999999997,0.08286535263104049
"2zq2",-49.0275,0.3668219368219342
"2zy1",-45.6275,2.2929656924313084
"2zym",-74.9675,3.453793807781041
"2zz1",-35.4825,3.7069787788260213
"3a1c",3.8449999999999998,1.4115358066068784
"3a2o",-55.695,4.135428232561565
"3a6t",-23.585,6.327761584214955
"3aaq",-23.02,6.811994323740053
"3acw",-47.7275,3.2649285341847585
"3acx",-53.065,1.096950317926853
"3ahn",-30.187500000000004,7.324936290963009
"3aho",-36.715,7.106423150924789
"3ai8",-18.9425,9.396968926201671
"3aid",-51.6375,5.333868983517846
"3ap4",-10.765,8.912876453012611
"3arq",-41.432500000000005,2.7366570239374446
"3b24",-7.639999999999999,10.964111151084401
"3b25",-32.9325,0.7183023968592228
"3b26",-35.3475,1.8371785433104697
"3b27",0,0
"3b3c",-49.97,13.206309098305994
"3b3s",-18.0875,5.271384226810516
"3b3w",-30.314999999999998,3.4606405958049895
"3b3x",-4.755000000000001,8.295611289511262
"3b4f",-30.22,3.066887673195768
"3b4p",-29.875,1.5857385240532955
"3b50",-34.927499999999995,3.1851779123518065
"3b5r",-57.825,0.16901676445592834
"3b65",-59.3725,0.6780056538601332
"3b66",-58.795,0.7547847375249568
"3b67",-58.63333333333333,0.2663331247393278
"3b68",-49.8875,4.836854177389763
"3b7i",-47.6375,8.661236920902223
"3b7u",-21.6575,1.5036040037190617
"3b92",-40.513333333333335,1.6450633219830124
"3bbb",-23.705000000000002,15.390067143020094
"3bbf",-41.6,3.6710852164812477
"3bft",-39.18,1.1445086281894943
"3bgb",-75.555,3.1240411862411954
"3bgc",-75.8875,0.6957669629016138
"3bgs",-44.145,4.204517411863837
"3bkk",-53.04,0
"3bkl",-54.776666666666664,0.8393052682631251
"3bl0",-0.045,0.05446711546122731
"3bl1",-29.307499999999997,3.9100927098983522
"3bqc",-33.415,0.5224621198390726
"3bra",-22.759999999999998,7.019947768086786
"3brn",-39.1075,0.4759814422147488
"3bu1",-26.4525,0.487604689613785
"3buf",-28.54,4.408605221609216
"3bug",-39.895,0.689033139018912
"3buh",-42.2525,2.882757649658807
"3bv9",-63.1225,1.1642272115014094
"3bva",-55.9025,4.475744816973778
"3bvb",-59.120000000000005,6.002927063802529
"3bxg",-46.815,1.2231789185014972
"3c39",-31.1475,1.2628638089675293
"3c4h",0,0
"3cfn",-32.2325,4.360943131938273
"3cft",-26.23,0.4465422712354568
"3cj5",-41.7175,0.5780066320264924
"3ckb",-27.53,8.051223509504622
"3ckp",-71.97,1.2802864262871971
"3cm2",-65.225,3.05205395321492
"3coy",-59,3.03411711485673
"3coz",-56.91,2.565306999171899
"3cs7",-63.885,1.506839960535133
"3ctt",-31.1925,1.2374806395791915
"3cyw",-48.43,9.829431994440665
"3cyz",-24.03,0.813920553043421
"3czv",-4.5625,7.665378333781053
"3d0b",-54.935,0.26032031550842455
"3d1x",-56.15,7.210959251953348
"3d1y",-69.3325,4.566839716915684
"3d1z",-52.682500000000005,5.801651345378592
"3d4y",-24.090000000000003,1.0566929544573649
"3d4z",-19.64,3.455324393840132
"3d52",-36.4925,8.652234297182055
"3d78",-34.975,3.557232070022976
"3d8z",0.2025,0.060207972893961466
"3d91",-61.095,3.1257905666673724
"3d9z",-18.685,6.792812377800516
"3da9",0.2275,0.0236290781312635
"3daz",-3.14,4.181243834076171
"3dbu",-4.65,6.3257779495226245
"3dd0",0,0
"3dd8",-17.745,11.622537015069756
"3ddg",-30.505000000000003,3.8623179568751613
"3dgo",-35.847500000000004,0.7500833287039319
"3djk",-52.38,6.836699983666592
"3djo",-26.974999999999998,2.8550598359170944
"3djp",-25.342499999999998,2.321757595730765
"3djq",-38.11,1.7550498568416877
"3djv",-27.22,6.4058566952438145
"3djx",-18.770000000000003,8.073710423343146
"3dk1",-52.5725,7.512812944119697
"3dln",-37.614999999999995,6.279110871240679
"3dp4",-43.31250000000001,1.0410371431090253
"3dp9",-71.7375,0.35074919814702354
"3dsz",-65.425,3.908013135426405
"3dx2",-27.767500000000002,0.8043372012615476
"3dx3",-17.619999999999997,2.215280268197859
"3dzt",-55.265,0.4993662650456965
"3e3c",-24.5875,2.1610549121513545
"3e5u",-30.295,0.6729289214569946
"3eax",-17.65,14.1059538257196
"3eb1",0.1225,0.01258305739211796
"3ebl",-40.9825,0.6186746587126273
"3ed0",-30.8825,1.4630419223886062
"3egt",-6.6499999999999995,2.806326186790599
"3ehx",-28.0375,3.4665003966536703
"3ehy",-20.5325,4.906820932810436
"3ejp",-34.3,1.4530657245975074
"3ejr",-38.89,1.3371861002368597
"3eko",-28.494999999999997,0.18592113023189621
"3ekp",-36.3625,9.678678887120899
"3ekr",-38.605000000000004,0.2466441431163532
"3ekt",-48.9,8.896849629691008
"3ekv",-49.6,6.16870056548916
"3ekw",-71.9125,1.1565862123800041
"3ekx",-55.482499999999995,5.515568118214773
"3el1",-65.58500000000001,4.359392159464495
"3el4",-64.75,7.161093957396974
"3el5",-58.5525,5.987906562397308
"3el9",-56.325,3.93216225504488
"3elc",-2.5824999999999996,2.246306227268817
"3eqr",-71.83999999999999,1.5123712066383308
"3evd",-40.1225,3.7155203762954607
"3ewc",0,0
"3ewj",-63.47,2.244831099808057
"3f15",-15.2425,9.875752713928529
"3f16",-24.8025,4.557443545088267
"3f17",-40.66,1.7917775159508618
"3f18",-24.555,4.921527540645618
"3f1a",-23.007500000000004,0.9236296155204956
"3f5j",0.0325,0.0049999999999999845
"3f5k",0.027499999999999997,0.005000000000000014
"3f5l",0.02,0.008164965809277258
"3f68",-58.1375,2.5550000000000437
"3f6g",-34.9275,0.7176988690714912
"3f78",-20.25,0
"3f7g",-0.17250000000000001,0.009574271077563095
"3f7h",-56.185,0.3414186091388144
"3f7i",-56.207499999999996,1.1177171675638597
"3f8c",-64.1275,1.5551286120446253
"3f8e",-9.72,10.488911605436796
"3f8f",-53.975,4.316592019946535
"3fas",-41.47,0.08831760866334987
"3fcq",-8.295,0.4954795656735116
"3ffg",-71.135,0.6619415885601915
"3ffp",-22.89,3.6437343481653675
"3fhb",0.3775,0.014999999999997323
"3fj7",-15.415,9.701870953584157
"3fjg",-25.1475,4.011927009970804
"3fqe",-50.955,2.8049301833260105
"3fql",-71.1825,1.2494898959175595
"3fuz",-37.065,0.5174617538200548
"3fv1",0,0
"3fv2",-0.095,0.00577350269189634
"3fv3",-41.9125,4.796174691008061
"3fvh",-41.8475,2.7727047564908673
"3fvk",-0.0875,0.005000000000000071
"3fvn",-0.08499999999999999,0.00577350269189634
"3fzs",-79.66,1.2303116136443801
"3g0e",-41.695,0.38344925783346107
"3g0i",-23.913333333333334,1.526575688701047
"3g0w",-55.214999999999996,0.44829305890902965
"3g19",-39.49250000000001,0.06499999999985821
"3g1d",-26.427500000000002,6.953446986926706
"3g1v",-33.1575,2.4704301244925024
"3g2z",-9.4225,8.09683219948806
"3g31",-3.6725000000000003,2.037978982554368
"3g32",-19.05,3.2007186692991296
"3g34",-8.0725,4.116498309647818
"3ga5",-15.606666666666666,8.182959937170251
"3gba",0,0
"3gbb",-52.44,0.8909545442950896
"3gcu",-72.9025,0.9298162900989413
"3gdt",-24.1625,4.3213375629929045
"3ggu",-55.1875,7.599637601008786
"3gi4",-54.105,6.484918400925764
"3gi5",-58.7925,8.52238376277432
"3gi6",-57.88,3.353426108723044
"3gjw",-46.045,1.7347718389840499
"3gkz",-32.77250000000001,0.3524556709713612
"3gnw",-63.71333333333333,0.3317127271213542
"3gqz",-26.575000000000003,2.1903804844516688
"3gr2",-6.095000000000001,7.894666976299043
"3gs6",-25.292500000000004,10.647460964943713
"3gss",-56.4625,3.181617775073991
"3gst",-60.6975,0.5379203782470404
"3gt9",-55.550000000000004,1.0556198810810573
"3gta",-56.457499999999996,0.5491432721374842
"3gtc",-15.925,9.800552705502547
"3gv9",-19.892500000000002,3.375019753028599
"3gvb",-16.16,7.826753264711153
"3gvu",-78.13499999999999,2.1785698672911358
"3gx0",-52.957499999999996,1.4173302367480174
"3gy2",-32.11,0
"3gy3",-38.5225,0.6231305374211712
"3gy4",-22.7975,0.6346849612208951
"3h1x",-0.185,0.03696845502136482
"3h30",0,0
"3h5b",-62.465,9.007916888308092
"3h8b",-76.6675,5.375688328019009
"3hcm",-33.725,3.2792732934803417
"3hek",-58.707499999999996,1.053292457012747
"3hit",-73.195,5.693443597683372
"3hk1",-40.9725,0.5063842414614522
"3hkn",-39.3125,5.527780597430877
"3hkq",-8.385,6.057818639301334
"3hkt",-25.65,5.954382139791401
"3hku",-20.177500000000002,15.21113928452873
"3hkw",-57.550000000000004,0.6392182725799179
"3hl5",-40.1725,4.454640838496402
"3hl7",0,0
"3hl8",0,0
"3hll",0,0
"3hmo",-62.2675,1.6414094553159158
"3hmp",-32.67333333333334,0.18770544300326897
"3hp9",-31.43,0.49986664888418003
"3hs4",-16.12,1.6045560133569405
"3hvi",-66.4625,0.23627314701563384
"3hvj",-68.43249999999999,0.29736341402690175
"3hzk",-32.942499999999995,2.341657176730585
"3hzv",-35.93,2.273953971976274
"3i5z",-55.7625,1.7138139727907662
"3i60",-57.7875,2.0608473176506754
"3i6o",-59.4725,5.652146347480122
"3i73",-19.7925,4.607836621814332
"3i7e",-53.3625,9.698179812040344
"3ibi",0,0
"3ibl",-22.9675,1.2378038347546334
"3ibn",-12.944999999999999,8.708143698094714
"3ibu",0,0
"3ies",-81.32,1.8585478202083854
"3ifl",-60.315,6.255879900808049
"3igp",-19.197499999999998,11.814004048867881
"3ijh",-27.627499999999998,1.1596946437173135
"3ikd",-39.23,3.5679779520992794
"3ikg",-44.0075,2.1189207158362384
"3imc",-26.485,0.21486429826014727
"3iob",-38.8,0.19078784028327853
"3ioc",-53.995,0.9134002408582085
"3iod",-60.9725,1.9953007292135556
"3iof",0,0
"3iog",-5.699999999999999,5.3794423502813
"3ip5",0,0
"3ip6",-28.96,7.607908166287666
"3ip8",-23.872500000000002,10.66559070094104
"3ip9",-21.677500000000002,5.886228985238892
"3ipq",-79.4975,2.0933286889542635
"3ipu",-65.99249999999999,0.4477629581210144
"3isj",-34.754999999999995,1.1315034246525073
